orderNumber,productCode,productVendor,quantityOrdered,priceEach
10333,S10_1949,Classic Metal Creations,26,188.58
10333,S32_3522,Red Start Diecast,33,62.05
10333,S18_2949,Carousel DieCast Legends,31,95.23
10333,S12_1666,Welly Diecast Productions,33,121.64
10333,S18_1097,Studio M Art Models,29,110.84
10333,S18_4668,Studio M Art Models,24,42.26
10334,S18_2432,Carousel DieCast Legends,34,52.87
10334,S10_4962,Second Gear Diecast,26,130.01
10334,S18_3232,Unimax Art Galleries,20,147.33
10334,S18_4600,Motor City Art Classics,49,101.71
10334,S24_2300,Autoart Studio Design,42,117.57
10334,S18_2319,Unimax Art Galleries,46,108
10335,S32_1268,Motor City Art Classics,44,77.05
10335,S24_2840,Carousel DieCast Legends,33,32.88
10335,S32_2509,Classic Metal Creations,40,49.78
10336,S12_3891,Second Gear Diecast,49,141.88
10336,S700_2824,Carousel DieCast Legends,46,94.07
10336,S12_4473,Exoto Designs,38,95.99
10336,S24_1444,Highway 66 Mini Classics,45,49.71
10336,S24_4048,Exoto Designs,31,113.55
10336,S18_2238,Gearbox Collectibles,49,153.91
10336,S18_3259,Carousel DieCast Legends,21,100.84
10336,S50_1392,Highway 66 Mini Classics,23,109.96
10336,S32_3207,Gearbox Collectibles,31,59.03
10336,S12_1108,Second Gear Diecast,33,176.63
10336,S12_3148,Welly Diecast Productions,33,126.91
10336,S18_3140,Unimax Art Galleries,48,135.22
10337,S700_3505,Carousel DieCast Legends,31,84.14
10337,S18_4522,Exoto Designs,29,76.36
10337,S18_4027,Min Lin Diecast,36,140.75
10337,S24_2011,Carousel DieCast Legends,29,119.2
10337,S72_3212,Unimax Art Galleries,42,49.14
10337,S50_1514,Classic Metal Creations,21,54.48
10337,S700_3962,Welly Diecast Productions,36,83.42
10337,S10_4757,Motor City Art Classics,25,131.92
10337,S700_1938,Studio M Art Models,36,73.62
10338,S18_1662,Red Start Diecast,41,137.19
10338,S18_3856,Exoto Designs,45,93.17
10338,S18_3029,Min Lin Diecast,28,80.86
10339,S18_2625,Welly Diecast Productions,30,48.46
10339,S18_2581,Gearbox Collectibles,27,79.41
10339,S10_4698,Red Start Diecast,39,178.17
10339,S10_2016,Highway 66 Mini Classics,40,117.75
10339,S700_1138,Autoart Studio Design,22,53.34
10339,S72_1253,Motor City Art Classics,27,49.66
10339,S24_1785,Classic Metal Creations,21,106.14
10339,S700_4002,Second Gear Diecast,50,66.63
10339,S700_2610,Red Start Diecast,50,62.16
10339,S24_1578,Autoart Studio Design,27,96.92
10339,S24_3949,Second Gear Diecast,45,57.32
10339,S24_2841,Autoart Studio Design,55,67.82
10339,S24_3151,Min Lin Diecast,55,73.46
10339,S24_3420,Autoart Studio Design,29,57.86
10339,S700_2047,Unimax Art Galleries,55,86.9
10339,S24_3816,Carousel DieCast Legends,42,72.96
10340,S24_4278,Unimax Art Galleries,40,63.76
10340,S32_1374,Exoto Designs,55,95.89
10340,S32_4289,Highway 66 Mini Classics,39,67.41
10340,S50_1341,Studio M Art Models,40,37.09
10340,S700_1691,Min Lin Diecast,30,73.99
10340,S700_2834,Highway 66 Mini Classics,29,98.48
10340,S700_2466,Motor City Art Classics,55,81.77
10340,S24_2000,Highway 66 Mini Classics,55,62.46
10341,S12_3380,Welly Diecast Productions,44,111.57
10341,S12_1099,Autoart Studio Design,45,192.62
10341,S50_4713,Autoart Studio Design,38,78.11
10341,S32_4485,Second Gear Diecast,31,95.93
10341,S700_3167,Motor City Art Classics,34,70.4
10341,S24_2360,Highway 66 Mini Classics,32,63.03
10341,S12_4675,Welly Diecast Productions,55,109.4
10341,S12_2823,Unimax Art Galleries,55,120.5
10341,S10_1678,Min Lin Diecast,41,84.22
10341,S12_3990,Studio M Art Models,36,77.41
10342,S18_1889,Gearbox Collectibles,55,63.14
10342,S18_1129,Highway 66 Mini Classics,40,118.89
10342,S18_1984,Min Lin Diecast,22,115.22
10342,S18_3232,Unimax Art Galleries,30,167.65
10342,S18_3278,Min Lin Diecast,25,76.39
10342,S24_3856,Classic Metal Creations,42,112.34
10342,S18_3482,Gearbox Collectibles,55,136.7
10342,S18_3782,Studio M Art Models,26,57.82
10342,S24_2972,Second Gear Diecast,39,30.59
10342,S24_3371,Welly Diecast Productions,48,60.01
10342,S18_4721,Classic Metal Creations,38,124.99
10343,S24_4620,Classic Metal Creations,30,76.8
10343,S18_3685,Gearbox Collectibles,44,127.15
10343,S18_2870,Red Start Diecast,25,118.8
10343,S18_1589,Classic Metal Creations,36,109.51
10343,S32_2206,Gearbox Collectibles,29,37.41
10343,S24_1628,Carousel DieCast Legends,27,44.78
10344,S18_1749,Welly Diecast Productions,45,168.3
10344,S18_2248,Motor City Art Classics,40,49.04
10344,S18_2325,Autoart Studio Design,30,118.23
10344,S18_4409,Exoto Designs,21,80.99
10344,S18_4933,Studio M Art Models,26,68.42
10344,S24_1937,Motor City Art Classics,20,27.88
10344,S24_1046,Unimax Art Galleries,29,61
10345,S24_2022,Classic Metal Creations,43,38.98
10346,S24_2766,Classic Metal Creations,25,87.24
10346,S24_3191,Exoto Designs,24,80.47
10346,S18_1342,Motor City Art Classics,42,88.36
10346,S24_3969,Red Start Diecast,22,38.57
10346,S24_2887,Exoto Designs,24,117.44
10346,S24_3432,Gearbox Collectibles,26,103.87
10347,S10_1949,Classic Metal Creations,30,188.58
10347,S10_4962,Second Gear Diecast,27,132.97
10347,S12_1666,Welly Diecast Productions,29,132.57
10347,S18_4600,Motor City Art Classics,45,115.03
10347,S18_1097,Studio M Art Models,42,113.17
10347,S18_2795,Gearbox Collectibles,21,136.69
10347,S18_1367,Studio M Art Models,21,46.36
10347,S18_2432,Carousel DieCast Legends,50,51.05
10347,S18_2949,Carousel DieCast Legends,48,84.09
10347,S18_2957,Min Lin Diecast,34,60.59
10347,S18_3136,Red Start Diecast,45,95.3
10347,S18_3320,Exoto Designs,26,84.33
10348,S24_2300,Autoart Studio Design,37,107.34
10348,S24_4258,Second Gear Diecast,39,82.78
10348,S32_1268,Motor City Art Classics,42,90.53
10348,S12_3148,Welly Diecast Productions,47,122.37
10348,S32_3522,Red Start Diecast,31,62.7
10348,S18_4668,Studio M Art Models,29,43.77
10348,S700_2824,Carousel DieCast Legends,32,100.14
10348,S12_1108,Second Gear Diecast,48,207.8
10349,S32_2509,Classic Metal Creations,33,44.37
10349,S24_4048,Exoto Designs,23,111.18
10349,S24_2840,Carousel DieCast Legends,36,31.47
10349,S24_1444,Highway 66 Mini Classics,48,50.29
10349,S18_4027,Min Lin Diecast,34,140.75
10349,S18_3232,Unimax Art Galleries,48,164.26
10349,S18_2319,Unimax Art Galleries,38,117.82
10349,S18_2238,Gearbox Collectibles,38,142.45
10349,S12_4473,Exoto Designs,48,114.95
10349,S12_3891,Second Gear Diecast,26,166.1
10350,S18_3140,Unimax Art Galleries,44,135.22
10350,S18_3259,Carousel DieCast Legends,41,94.79
10350,S18_4522,Exoto Designs,30,70.22
10350,S700_1938,Studio M Art Models,28,76.22
10350,S10_4757,Motor City Art Classics,26,110.16
10350,S18_3029,Min Lin Diecast,43,84.3
10350,S24_2011,Carousel DieCast Legends,34,98.31
10350,S50_1392,Highway 66 Mini Classics,31,104.18
10350,S24_3151,Min Lin Diecast,30,86.74
10350,S24_3816,Carousel DieCast Legends,25,77.15
10350,S700_1138,Autoart Studio Design,46,56
10350,S700_2610,Red Start Diecast,29,68.67
10350,S700_3505,Carousel DieCast Legends,31,87.15
10350,S32_3207,Gearbox Collectibles,27,61.52
10350,S72_3212,Unimax Art Galleries,20,48.05
10350,S700_3962,Welly Diecast Productions,25,97.32
10350,S50_1514,Classic Metal Creations,44,56.82
10351,S18_1662,Red Start Diecast,39,143.5
10351,S18_3856,Exoto Designs,20,104.81
10351,S24_3949,Second Gear Diecast,34,68.24
10351,S24_3420,Autoart Studio Design,38,53.92
10351,S24_2841,Autoart Studio Design,25,64.4
10352,S700_4002,Second Gear Diecast,22,62.19
10352,S700_2466,Motor City Art Classics,49,87.75
10352,S700_2047,Unimax Art Galleries,23,75.13
10352,S72_1253,Motor City Art Classics,49,46.18
10353,S18_2581,Gearbox Collectibles,27,71.81
10353,S24_1785,Classic Metal Creations,28,107.23
10353,S24_4278,Unimax Art Galleries,35,69.55
10353,S700_2834,Highway 66 Mini Classics,48,98.48
10353,S32_1374,Exoto Designs,46,86.9
10353,S700_3167,Motor City Art Classics,43,74.4
10353,S32_4289,Highway 66 Mini Classics,40,68.1
10353,S50_1341,Studio M Art Models,40,35.78
10353,S700_1691,Min Lin Diecast,39,73.07
10354,S24_2000,Highway 66 Mini Classics,28,62.46
10354,S10_2016,Highway 66 Mini Classics,20,95.15
10354,S10_4698,Red Start Diecast,42,178.17
10354,S12_2823,Unimax Art Galleries,35,141.58
10354,S24_1578,Autoart Studio Design,21,96.92
10354,S10_1678,Min Lin Diecast,42,84.22
10354,S18_3278,Min Lin Diecast,36,69.15
10354,S18_1889,Gearbox Collectibles,21,76.23
10354,S12_1099,Autoart Studio Design,31,157.6
10354,S18_2625,Welly Diecast Productions,28,49.06
10354,S12_3380,Welly Diecast Productions,29,98.65
10354,S12_3990,Studio M Art Models,23,76.61
10354,S12_4675,Welly Diecast Productions,28,100.19
10355,S18_3782,Studio M Art Models,31,60.3
10355,S18_4721,Classic Metal Creations,25,124.99
10355,S24_2360,Highway 66 Mini Classics,41,56.1
10355,S24_2972,Second Gear Diecast,36,37.38
10355,S32_4485,Second Gear Diecast,40,93.89
10355,S24_3371,Welly Diecast Productions,44,60.62
10355,S18_3482,Gearbox Collectibles,23,117.59
10355,S24_3856,Classic Metal Creations,32,137.62
10355,S24_4620,Classic Metal Creations,28,75.18
10355,S32_2206,Gearbox Collectibles,38,32.99
10356,S18_2795,Gearbox Collectibles,30,158.63
10356,S18_1984,Min Lin Diecast,27,130.87
10356,S18_2325,Autoart Studio Design,29,106.79
10356,S50_4713,Autoart Studio Design,26,78.11
10356,S24_1937,Motor City Art Classics,48,31.86
10356,S18_1367,Studio M Art Models,22,44.75
10356,S24_2022,Classic Metal Creations,26,42.11
10356,S18_1129,Highway 66 Mini Classics,43,120.31
10356,S18_1342,Motor City Art Classics,50,82.19
10357,S18_1097,Studio M Art Models,39,112
10357,S18_4600,Motor City Art Classics,28,105.34
10357,S18_3320,Exoto Designs,25,84.33
10357,S18_3136,Red Start Diecast,44,104.72
10357,S18_2957,Min Lin Diecast,49,59.34
10357,S18_2949,Carousel DieCast Legends,41,91.18
10357,S18_2432,Carousel DieCast Legends,41,58.95
10357,S12_1666,Welly Diecast Productions,49,109.34
10357,S10_4962,Second Gear Diecast,43,135.92
10357,S10_1949,Classic Metal Creations,32,199.3
10358,S32_1268,Motor City Art Classics,41,82.83
10358,S32_3522,Red Start Diecast,36,51.71
10358,S700_2824,Carousel DieCast Legends,27,85.98
10358,S24_2840,Carousel DieCast Legends,36,33.59
10358,S12_3148,Welly Diecast Productions,49,129.93
10358,S24_4258,Second Gear Diecast,41,88.62
10358,S24_2300,Autoart Studio Design,41,127.79
10358,S18_4668,Studio M Art Models,30,46.29
10358,S12_4473,Exoto Designs,42,98.36
10358,S18_2238,Gearbox Collectibles,20,142.45
10358,S18_2319,Unimax Art Galleries,20,99.41
10358,S18_3232,Unimax Art Galleries,32,137.17
10358,S18_4027,Min Lin Diecast,25,117.77
10358,S24_1444,Highway 66 Mini Classics,44,56.07
10359,S32_3207,Gearbox Collectibles,22,62.14
10359,S50_1392,Highway 66 Mini Classics,46,99.55
10359,S32_2509,Classic Metal Creations,36,45.45
10359,S50_1514,Classic Metal Creations,25,47.45
10359,S12_3891,Second Gear Diecast,49,162.64
10359,S10_4757,Motor City Art Classics,48,122.4
10359,S24_4048,Exoto Designs,22,108.82
10359,S12_1108,Second Gear Diecast,42,180.79
10360,S18_4522,Exoto Designs,40,76.36
10360,S24_2011,Carousel DieCast Legends,31,100.77
10360,S24_3151,Min Lin Diecast,36,70.81
10360,S24_3816,Carousel DieCast Legends,22,78.83
10360,S700_1138,Autoart Studio Design,32,64.67
10360,S700_1938,Studio M Art Models,26,86.61
10360,S700_2610,Red Start Diecast,30,70.11
10360,S18_3140,Unimax Art Galleries,29,122.93
10360,S700_3505,Carousel DieCast Legends,35,83.14
10360,S700_3962,Welly Diecast Productions,31,92.36
10360,S72_3212,Unimax Art Galleries,31,54.05
10360,S18_1662,Red Start Diecast,50,126.15
10360,S18_2581,Gearbox Collectibles,41,68.43
10360,S18_3029,Min Lin Diecast,46,71.4
10360,S18_3856,Exoto Designs,40,101.64
10360,S24_2841,Autoart Studio Design,49,55.49
10360,S24_1785,Classic Metal Creations,22,106.14
10360,S18_3259,Carousel DieCast Legends,29,94.79
10361,S24_4278,Unimax Art Galleries,25,68.83
10361,S32_4289,Highway 66 Mini Classics,49,56.41
10361,S50_1341,Studio M Art Models,33,35.78
10361,S700_1691,Min Lin Diecast,20,88.6
10361,S700_2834,Highway 66 Mini Classics,44,107.97
10361,S24_3420,Autoart Studio Design,34,62.46
10361,S24_3949,Second Gear Diecast,26,61.42
10361,S10_2016,Highway 66 Mini Classics,26,114.18
10361,S700_2466,Motor City Art Classics,26,91.74
10361,S700_3167,Motor City Art Classics,44,76.8
10361,S700_4002,Second Gear Diecast,35,62.19
10361,S72_1253,Motor City Art Classics,23,47.67
10361,S10_1678,Min Lin Diecast,20,92.83
10361,S700_2047,Unimax Art Galleries,24,85.99
10362,S12_2823,Unimax Art Galleries,22,131.04
10362,S24_1578,Autoart Studio Design,50,91.29
10362,S18_2625,Welly Diecast Productions,23,53.91
10362,S10_4698,Red Start Diecast,22,182.04
10363,S24_3856,Classic Metal Creations,31,113.75
10363,S32_1374,Exoto Designs,50,92.9
10363,S12_1099,Autoart Studio Design,33,180.95
10363,S12_3380,Welly Diecast Productions,34,106.87
10363,S12_3990,Studio M Art Models,34,68.63
10363,S12_4675,Welly Diecast Productions,46,103.64
10363,S18_1889,Gearbox Collectibles,22,61.6
10363,S24_2000,Highway 66 Mini Classics,21,70.08
10363,S24_4620,Classic Metal Creations,43,75.99
10363,S18_3278,Min Lin Diecast,46,69.15
10363,S18_3482,Gearbox Collectibles,24,124.94
10363,S18_3782,Studio M Art Models,32,52.22
10363,S18_4721,Classic Metal Creations,28,123.5
10363,S24_2360,Highway 66 Mini Classics,43,56.1
10363,S24_3371,Welly Diecast Productions,21,52.05
10364,S32_2206,Gearbox Collectibles,48,38.22
10365,S18_1129,Highway 66 Mini Classics,30,116.06
10365,S50_4713,Autoart Studio Design,44,68.34
10365,S32_4485,Second Gear Diecast,22,82.66
10366,S18_3232,Unimax Art Galleries,34,154.1
10366,S18_2870,Red Start Diecast,49,105.6
10366,S18_1984,Min Lin Diecast,34,116.65
10367,S18_1589,Classic Metal Creations,49,105.77
10367,S24_2972,Second Gear Diecast,36,36.25
10367,S18_1749,Welly Diecast Productions,37,144.5
10367,S18_2248,Motor City Art Classics,45,50.25
10367,S18_2325,Autoart Studio Design,27,124.59
10367,S18_3685,Gearbox Collectibles,46,131.39
10367,S18_2795,Gearbox Collectibles,32,140.06
10367,S18_4409,Exoto Designs,43,77.31
10367,S18_4933,Studio M Art Models,44,66.99
10367,S24_1046,Unimax Art Galleries,21,72.76
10367,S24_1628,Carousel DieCast Legends,38,50.31
10367,S24_2022,Classic Metal Creations,28,43.01
10367,S24_1937,Motor City Art Classics,23,29.54
10368,S24_3191,Exoto Designs,46,83.04
10368,S24_2766,Classic Metal Creations,40,73.6
10368,S24_3969,Red Start Diecast,46,36.52
10368,S24_3432,Gearbox Collectibles,20,93.16
10368,S24_2887,Exoto Designs,31,115.09
10369,S18_2949,Carousel DieCast Legends,42,100.3
10369,S10_1949,Classic Metal Creations,41,195.01
10369,S24_4258,Second Gear Diecast,40,93.49
10369,S18_3320,Exoto Designs,45,80.36
10369,S18_3136,Red Start Diecast,21,90.06
10369,S18_2957,Min Lin Diecast,28,51.84
10369,S18_1367,Studio M Art Models,32,46.36
10369,S18_1342,Motor City Art Classics,44,89.38
10370,S18_1097,Studio M Art Models,27,100.34
10370,S18_4668,Studio M Art Models,20,41.76
10370,S32_3522,Red Start Diecast,25,63.99
10370,S10_4962,Second Gear Diecast,35,128.53
10370,S18_2319,Unimax Art Galleries,22,101.87
10370,S18_4600,Motor City Art Classics,29,105.34
10370,S18_2432,Carousel DieCast Legends,22,60.16
10370,S12_1666,Welly Diecast Productions,49,128.47
10370,S18_3232,Unimax Art Galleries,27,167.65
10371,S32_1268,Motor City Art Classics,26,82.83
10371,S32_2509,Classic Metal Creations,20,44.37
10371,S700_2824,Carousel DieCast Legends,34,83.95
10371,S12_4473,Exoto Designs,49,104.28
10371,S24_2300,Autoart Studio Design,20,126.51
10371,S12_1108,Second Gear Diecast,32,178.71
10371,S18_2238,Gearbox Collectibles,25,160.46
10371,S24_2840,Carousel DieCast Legends,45,35.01
10371,S24_4048,Exoto Designs,28,95.81
10371,S50_1392,Highway 66 Mini Classics,48,97.23
10371,S32_3207,Gearbox Collectibles,30,53.44
10371,S24_1444,Highway 66 Mini Classics,25,53.75
10372,S12_3891,Second Gear Diecast,34,140.15
10372,S700_1938,Studio M Art Models,44,74.48
10372,S18_3140,Unimax Art Galleries,28,131.13
10372,S12_3148,Welly Diecast Productions,40,146.55
10372,S18_3259,Carousel DieCast Legends,25,91.76
10372,S18_4027,Min Lin Diecast,48,119.2
10372,S18_4522,Exoto Designs,41,78.99
10372,S24_2011,Carousel DieCast Legends,37,102
10372,S50_1514,Classic Metal Creations,24,56.82
10373,S72_3212,Unimax Art Galleries,29,48.05
10373,S700_3505,Carousel DieCast Legends,34,94.16
10373,S10_4757,Motor City Art Classics,39,118.32
10373,S18_1662,Red Start Diecast,28,143.5
10373,S18_3029,Min Lin Diecast,22,75.7
10373,S18_3856,Exoto Designs,50,99.52
10373,S24_2841,Autoart Studio Design,38,58.92
10373,S700_3962,Welly Diecast Productions,37,83.42
10373,S72_1253,Motor City Art Classics,25,44.2
10373,S24_3816,Carousel DieCast Legends,23,83.86
10373,S24_3420,Autoart Studio Design,46,53.92
10373,S24_3151,Min Lin Diecast,33,82.31
10373,S24_3949,Second Gear Diecast,39,62.1
10373,S700_1138,Autoart Studio Design,44,58
10373,S700_2047,Unimax Art Galleries,32,76.94
10373,S700_2610,Red Start Diecast,41,69.39
10373,S700_4002,Second Gear Diecast,45,68.11
10374,S10_4698,Red Start Diecast,22,158.8
10374,S18_2581,Gearbox Collectibles,42,75.19
10374,S24_1785,Classic Metal Creations,46,107.23
10374,S18_2625,Welly Diecast Productions,22,48.46
10374,S10_2016,Highway 66 Mini Classics,39,115.37
10374,S24_1578,Autoart Studio Design,38,112.7
10375,S700_2466,Motor City Art Classics,33,94.73
10375,S24_4278,Unimax Art Galleries,43,60.13
10375,S32_1374,Exoto Designs,37,87.9
10375,S32_4289,Highway 66 Mini Classics,44,59.85
10375,S50_1341,Studio M Art Models,49,36.22
10375,S700_1691,Min Lin Diecast,37,86.77
10375,S12_1099,Autoart Studio Design,45,184.84
10375,S50_4713,Autoart Studio Design,49,69.16
10375,S24_2000,Highway 66 Mini Classics,23,67.03
10375,S700_2834,Highway 66 Mini Classics,25,98.48
10375,S700_3167,Motor City Art Classics,44,69.6
10375,S10_1678,Min Lin Diecast,21,76.56
10375,S12_2823,Unimax Art Galleries,49,150.62
10375,S24_2360,Highway 66 Mini Classics,20,60.26
10375,S32_4485,Second Gear Diecast,41,96.95
10376,S12_3380,Welly Diecast Productions,35,98.65
10377,S12_4675,Welly Diecast Productions,50,112.86
10377,S18_1129,Highway 66 Mini Classics,35,124.56
10377,S18_3232,Unimax Art Galleries,39,143.94
10377,S18_1889,Gearbox Collectibles,31,61.6
10377,S12_3990,Studio M Art Models,24,65.44
10377,S18_1984,Min Lin Diecast,36,125.18
10378,S32_2206,Gearbox Collectibles,40,35.8
10378,S24_4620,Classic Metal Creations,41,80.84
10378,S24_3856,Classic Metal Creations,33,129.2
10378,S18_3278,Min Lin Diecast,22,66.74
10378,S18_1589,Classic Metal Creations,34,121.95
10378,S24_3371,Welly Diecast Productions,46,52.66
10378,S24_2972,Second Gear Diecast,41,30.59
10378,S18_4721,Classic Metal Creations,49,122.02
10378,S18_3782,Studio M Art Models,28,60.3
10378,S18_3482,Gearbox Collectibles,43,146.99
10379,S18_2248,Motor City Art Classics,27,50.85
10379,S18_1749,Welly Diecast Productions,39,156.4
10379,S24_1628,Carousel DieCast Legends,32,48.8
10379,S18_3685,Gearbox Collectibles,32,134.22
10379,S18_2870,Red Start Diecast,29,113.52
10380,S18_4409,Exoto Designs,32,78.23
10380,S18_4933,Studio M Art Models,24,66.99
10380,S24_1046,Unimax Art Galleries,34,66.88
10380,S24_1937,Motor City Art Classics,32,29.87
10380,S24_2022,Classic Metal Creations,27,37.63
10380,S24_2766,Classic Metal Creations,36,77.24
10380,S24_2887,Exoto Designs,44,111.57
10380,S18_2795,Gearbox Collectibles,21,156.94
10380,S24_3191,Exoto Designs,44,77.05
10380,S18_2325,Autoart Studio Design,40,119.5
10380,S24_3432,Gearbox Collectibles,34,91.02
10380,S24_3969,Red Start Diecast,43,32.82
10380,S18_1342,Motor City Art Classics,27,88.36
10381,S12_1666,Welly Diecast Productions,20,132.57
10381,S18_1097,Studio M Art Models,48,114.34
10381,S10_1949,Classic Metal Creations,36,182.16
10381,S18_2957,Min Lin Diecast,40,51.22
10381,S18_3136,Red Start Diecast,35,93.2
10381,S10_4962,Second Gear Diecast,37,138.88
10381,S18_2432,Carousel DieCast Legends,35,60.77
10381,S18_2949,Carousel DieCast Legends,41,100.3
10381,S18_1367,Studio M Art Models,25,49.6
10382,S18_4600,Motor City Art Classics,39,115.03
10382,S18_4668,Studio M Art Models,39,46.29
10382,S24_2300,Autoart Studio Design,20,120.12
10382,S24_4258,Second Gear Diecast,33,97.39
10382,S18_2238,Gearbox Collectibles,25,160.46
10382,S32_1268,Motor City Art Classics,26,85.72
10382,S18_3320,Exoto Designs,50,84.33
10382,S32_3522,Red Start Diecast,48,57.53
10382,S700_2824,Carousel DieCast Legends,34,101.15
10382,S12_1108,Second Gear Diecast,34,166.24
10382,S12_3148,Welly Diecast Productions,37,145.04
10382,S12_3891,Second Gear Diecast,34,143.61
10382,S12_4473,Exoto Designs,32,103.1
10383,S18_4027,Min Lin Diecast,38,137.88
10383,S24_1444,Highway 66 Mini Classics,22,52.6
10383,S24_2840,Carousel DieCast Legends,40,33.24
10383,S24_4048,Exoto Designs,21,117.1
10383,S32_2509,Classic Metal Creations,32,53.57
10383,S18_3232,Unimax Art Galleries,47,155.79
10383,S18_4522,Exoto Designs,28,77.24
10383,S32_3207,Gearbox Collectibles,44,55.93
10383,S18_3140,Unimax Art Galleries,24,125.66
10383,S50_1514,Classic Metal Creations,38,48.62
10383,S18_2319,Unimax Art Galleries,27,119.05
10383,S18_3259,Carousel DieCast Legends,26,83.7
10383,S50_1392,Highway 66 Mini Classics,29,94.92
10384,S700_1938,Studio M Art Models,49,71.02
10384,S24_3151,Min Lin Diecast,43,71.69
10384,S24_2011,Carousel DieCast Legends,28,114.29
10384,S10_4757,Motor City Art Classics,34,129.2
10385,S700_1138,Autoart Studio Design,25,62
10385,S24_3816,Carousel DieCast Legends,37,78.83
10386,S24_2841,Autoart Studio Design,39,56.86
10386,S700_3505,Carousel DieCast Legends,45,83.14
10386,S700_3962,Welly Diecast Productions,30,80.44
10386,S72_3212,Unimax Art Galleries,43,52.42
10386,S18_3029,Min Lin Diecast,37,73.12
10386,S18_3856,Exoto Designs,22,100.58
10386,S18_1662,Red Start Diecast,25,130.88
10386,S24_4278,Unimax Art Galleries,50,71.73
10386,S24_3420,Autoart Studio Design,35,54.57
10386,S700_2610,Red Start Diecast,37,67.22
10386,S24_1785,Classic Metal Creations,33,101.76
10386,S24_3949,Second Gear Diecast,41,55.96
10386,S700_2047,Unimax Art Galleries,29,85.09
10386,S700_2466,Motor City Art Classics,37,90.75
10386,S700_4002,Second Gear Diecast,44,59.22
10386,S72_1253,Motor City Art Classics,50,47.67
10386,S700_3167,Motor City Art Classics,32,68
10386,S18_2581,Gearbox Collectibles,21,72.65
10387,S32_1374,Exoto Designs,44,79.91
10388,S50_1341,Studio M Art Models,27,41.02
10388,S700_1691,Min Lin Diecast,46,74.9
10388,S700_2834,Highway 66 Mini Classics,50,111.53
10388,S10_1678,Min Lin Diecast,42,80.39
10388,S10_2016,Highway 66 Mini Classics,50,118.94
10388,S12_2823,Unimax Art Galleries,44,125.01
10388,S10_4698,Red Start Diecast,21,156.86
10388,S32_4289,Highway 66 Mini Classics,35,58.47
10389,S24_1578,Autoart Studio Design,45,112.7
10389,S24_2000,Highway 66 Mini Classics,49,61.7
10389,S18_1889,Gearbox Collectibles,49,63.91
10389,S12_1099,Autoart Studio Design,26,182.9
10389,S18_2625,Welly Diecast Productions,39,52.09
10389,S12_3380,Welly Diecast Productions,25,95.13
10389,S12_3990,Studio M Art Models,36,76.61
10389,S12_4675,Welly Diecast Productions,47,102.49
10390,S18_3482,Gearbox Collectibles,50,135.23
10390,S18_3782,Studio M Art Models,36,54.09
10390,S18_4721,Classic Metal Creations,49,122.02
10390,S24_2360,Highway 66 Mini Classics,35,67.87
10390,S24_2972,Second Gear Diecast,37,35.87
10390,S24_3371,Welly Diecast Productions,46,51.43
10390,S18_2795,Gearbox Collectibles,26,162
10390,S24_3856,Classic Metal Creations,45,134.81
10390,S18_3278,Min Lin Diecast,40,75.59
10390,S24_4620,Classic Metal Creations,30,66.29
10390,S32_2206,Gearbox Collectibles,41,39.02
10390,S32_4485,Second Gear Diecast,45,101.03
10390,S50_4713,Autoart Studio Design,22,81.36
10390,S18_1129,Highway 66 Mini Classics,36,117.48
10390,S18_1984,Min Lin Diecast,34,132.29
10390,S18_2325,Autoart Studio Design,31,102.98
10391,S24_2022,Classic Metal Creations,24,36.29
10391,S18_1342,Motor City Art Classics,35,102.74
10391,S18_1367,Studio M Art Models,42,47.44
10391,S10_1949,Classic Metal Creations,24,195.01
10391,S18_2432,Carousel DieCast Legends,44,57.73
10391,S18_2949,Carousel DieCast Legends,32,99.28
10391,S10_4962,Second Gear Diecast,37,121.15
10391,S24_1937,Motor City Art Classics,33,26.55
10391,S12_1666,Welly Diecast Productions,39,110.7
10391,S18_1097,Studio M Art Models,29,114.34
10392,S18_3320,Exoto Designs,36,98.22
10392,S18_3136,Red Start Diecast,29,103.67
10392,S18_2957,Min Lin Diecast,37,61.21
10393,S18_4668,Studio M Art Models,44,41.76
10393,S24_2300,Autoart Studio Design,33,112.46
10393,S24_4258,Second Gear Diecast,33,88.62
10393,S32_1268,Motor City Art Classics,38,84.75
10393,S32_3522,Red Start Diecast,31,63.35
10393,S700_2824,Carousel DieCast Legends,21,83.95
10393,S18_2319,Unimax Art Galleries,38,104.32
10393,S12_3148,Welly Diecast Productions,35,145.04
10393,S18_4600,Motor City Art Classics,30,106.55
10393,S12_4473,Exoto Designs,32,99.54
10393,S18_2238,Gearbox Collectibles,20,137.53
10394,S18_4027,Min Lin Diecast,37,124.95
10394,S24_1444,Highway 66 Mini Classics,31,53.18
10394,S32_2509,Classic Metal Creations,36,47.08
10394,S32_3207,Gearbox Collectibles,30,55.93
10394,S18_3232,Unimax Art Galleries,22,135.47
10394,S24_2840,Carousel DieCast Legends,46,35.36
10394,S24_4048,Exoto Designs,37,104.09
10395,S12_1108,Second Gear Diecast,33,205.72
10395,S10_4757,Motor City Art Classics,32,125.12
10395,S50_1514,Classic Metal Creations,45,57.99
10395,S50_1392,Highway 66 Mini Classics,46,98.39
10396,S700_1138,Autoart Studio Design,39,62
10396,S18_3140,Unimax Art Galleries,33,129.76
10396,S12_3891,Second Gear Diecast,33,155.72
10396,S18_3259,Carousel DieCast Legends,24,91.76
